Четвер,четвер
яку,який
не,не
відхилен,відхилен
о,о
шляхом,шляхом
підняття,підняття
руки,рука
Поправка,поправка
10,10
Не,не
наполягає,наполягати
Поправка,поправка
12,12
Не,не
наполягає,наполягати
Поправка,поправка
13,13
Не,не
наполягає,наполягати
Поправка,поправка
15,15
Не,не
наполягає,наполягати
Поправка,поправка
16,16
Будь,бути
ласка,ласка
увімкніть,увімкніть
мікрофон,мікрофон
Левченка,левченка
ЛЕВЧЕНКО,левщенко
Ю,Ю
В,в
Укотре,укотре
наголошую,наголошувати
що,що
потрібно,потрібно
прибрати,прибрати
з,з
цього,цей
законопроекту,законопроект
абсолютно,абсолютно
неправильне,неправильне
нововведення,нововведення
щодо,щодо
надання,надання
можливості,можливість
обласним,обласний
радам,радам
брати,брати
зовнішні,зовнішні
запозичення,запозичення
під,під
місцеві,місце
гарантії,гарантія
тобто,тобто
під,під
застав,застати
у,у
майн,майн
а,а
громади,громада
Це,це
величезни,величезни
й,й
ризик,ризик
з,з
кількох,кілька
причин,причина
По-перше,по-перше
ц,ц
е,е
прямий,прямий
шлях,шлях
до,до
розбалансування,розбалансування
державних,державний
фінансів,фінанси
тому,тому
що,що
врешті,врешті
решт,решт
усе,усе
одно,одно
держава,держава
буде,бути
їх,вони
витягувати,витягувати
коли,коли
вони,вони
забагато,забагато
понабирають,понабирають
Але,але
держава,держава
не,не
зможе,змогти
нагальн,нагальн
о,о
впли,впли
вати,вата
на,на
планування,планування
цих,цей
процесів,процес
По-друге,по-друге
де-факто,де-факто
це,це
також,також
федералізація,федералізація
в,в
плані,план
державних,державний
фінансів,фінанси
тому,тому
що,що
окремим,окремий
регіонам,регіон
за,за
територіальною,територіальна
ознакою,ознака
дається,даватися
можливість,можливість
брати,брати
зовнішні,зовнішні
запозичення,запозичення
Це,це
абсолютно,абсолютно
неприпустимо,неприпустимо
Дякую,дякувати
ГОЛОВУЮЧИЙ,головуючий
Став,стати
иться,хться
на,на
голосування,голосування
поправк,поправк
а,а
16,16
народ,народ
ного,він
депутата,депутат
Левченк,левченк
а,а
Комітет,комітет
її,вона
відхилив,відхилив
Хто,хто
підтримує,підтримувати
дану,дан
поправку,поправка
прошу,просити
голосувати,голосуват
За,за
22,22
Рішення,рішення
не,не
прийнято,прийнято
Поправка,поправка
17,17
Увімкніть,увімкніть
будь,бути
ласка,ласка
мікрофон,мікрофон
Левченка,левченка
45,45
ЛЕВЧЕНКО,левщенко
Ю,Ю
В,в
Передусім,передусі
хочу,хотіти
знову,знову
сказати,сказати
телеглядачам,телеглядач
радіослухачам,радіослухач
усім,увесь
українцям,українець
які,який
стежать,стежать
зараз,зараз
за,за
засіданням,засідання
Вер,Вер
ховної,ховна
Ради,рада
України,Україна
про,про
те,те
що,що
вкотре,вкотре
бюджетн,бюджетн
ий,ий
процес,процес
відбу,відба
вається,вається
з,з
тотальн,тотальн
им,им
порушення,порушення
м,м
Закону,закон
України,Україна
Про,про
Регламент,регламент
Верховної,верховний
України,Україна
На,на
превеликий,превеликий
жаль,жаль
за,за
нині,нині
шнього,шне
скликання,скликання
це,це
відбувалося,відбуватися
та,та
відбувається,відбуватися
щороку,щороку
Зокрема,зокрема
зараз,зараз
прям,прямо
о,о
пору,пора
шується,шується
стаття,стаття
117,117
Щодо,щодо
поправки,поправки
17,17
Частина,частина
шоста,шіст
не,не
потребує,потребувати
запропонованих,запропонований
змін,зміна
оскільки,оскільки
чинна,чинна
норма,норма
передбачає,передбачати
спочатку,спочатку
прийняття,прийняття
рішення,рішення
щодо,щодо
надання,надання
кредитування,кредитування
а,а
потім,потім
його,його
розмір,розмір
та,та
види,вид
на,на
відміну,відміна
від,від
запропонованих,запропонований
змін,зміна
які,який
виключають,виключають
стадію,стадія
прийняття,прийняття
рішення,рішення
Це,це
по,по
перше,перше
По-друге,по-друге
я,я
вкотре,вкотре
пропоную,пропонувати
виключи,виключ
ти,ти
норму,норма
щодо,щодо
надання,надання
обласним,обласний
радам,радам
можливості,можливість
брати,брати
безпосередньо,безпосередньо
зовнішні,зовнішні
позики,позики
Дякую,дякувати
ГОЛОВУЮЧ,головка
ИЙ,ий
Дякую,дякувати
Став,стати
иться,хться
на,на
голосування,голосування
поправк,поправк
а,а
17,17
народного,народний
депутата,депутат
Левченка,левченка
Комітет,комітет
її,вона
відхилив,відхилив
Хто,хто
підтримує,підтримувати
дану,дан
поправку,поправка
прошу,просити
голосувати,голосуват
За,за
34,34
Рішення,рішення
не,не
прийнято,прийнято
Поправка,поправка
19,19
Депутат,депутат
наполягає,наполягати
ЛЕВЧЕНКО,левщенко
Ю,Ю
В,в
Укотре,укотре
нагадую,нагадуя
Голов,голов
і,і
Верховної,верховний
Ради,рада
України,Україна
вимогу,вимога
частини,частина
першої,перший
статті,стаття
117,117
Закону,закон
України,Україна
Про,про
Регламент,регламент
Верховної,верховний
Ради,рада
України,Україна
Законопроект,законопроект
підготовлений,підготовлений
до,до
другого,другий
чи,чи
повторного,повторний
другого,другий
читання,читання
висновок,висновок
головного,головний
комітету,комітет
та,та
інші,інший
супровідні,супровідня
документи,документ
до,до
нього,він
надаються,надаються
народним,народна
депутатам,депутат
не,не
пізніш,пізніш
як,як
за,за
десять,десять
днів,день
до,до
дня,день
розгляду,розгляд
цього,цей
законопроекту,законопроект
на,на
пленарному,пленарний
засіданні,засідання
Верховної,верховний
Ради,рада
Нам,ми
на,на
дали,дати
відповідні,відповідні
матеріали,матеріал
за,за
10,10
хвилин,хвилина
до,до
початку,початок
розгляду,розгляд
даного,даний
законопроекту,законопроект
Це,це
абсолютно,абсолютно
неприпустиме,неприпустиме
порушення,порушення
Закону,закон
України,Україна
Про,про
Регла,регла
мент,мент
Верховної,верховний
Ради,рада
України,Україна
Якщо,якщо
казати,казати
про,про
поправк,поправк
у,у
вкотре,вкотре
йде,йти
ться,ться
про,про
абсолютн,абсолютн
о,о
абсурдну,абсурдна
недержавницьку,недержавницьку
норму,норма
яку,який
зараз,зараз
пропонують,пропонувати
в,в
ключити,ключити
до,до
Бюджетного,бюджетне
кодексу,кодекс
щодо,щодо
можливості,можливість
обласних,обласний
рад,рад
брати,брати
зовнішні,зовнішні
запозичення,запозичення
під,під
надання,надання
місцевих,місцевий
гарантій,гарантія
Тобто,тобто
по,по
суті,суть
заставляти,заставля
46,46
цінне,цінний
майно,майно
обласних,обласний
громад,громада
Мова,мова
наприклад,наприклад
може,могти
йти,йти
про,про
облас,облас
ну,ну
лікарню,лікарня
Н,Н.
іхто,іхто
й,й
не,не
задумається,задумається
що,що
хтось,хтось
може,могти
заставити,заставит
обласну,обласна
лікарню,лікарня
А,а
таке,такий
очевидно,очевидно
буде,бути
враховуючи,враховувати
те,те
які,який
депутати,депутат
є,бути
у,у
деяких,деякий
місцев,місцев
их,их
рада,рада
х,х
Тому,тому
я,я
наполягаю,наполяга
на,на
виключенні,виключення
цієї,цей
норми,норма
ГОЛОВУЮЧИЙ,головуючий
Став,стати
иться,хться
на,на
голосування,голосування
поправк,поправк
а,а
19,19
на,на
родного,родне
депутата,депутат
Левченка,левченка
Комітет,комітет
її,вона
відхилив,відхилив
Хто,хто
підтримує,підтримувати
дану,дан
поправку,поправка
прошу,просити
голосувати,голосуват
За,за
35,35
Рішення,рішення
не,не
прийнято,прийнято
Поправка,поправка
20,20
Левченко,левченко
н,н
аполяг,аполяг
ає,ає
ЛЕВЧЕНКО,левщенко
Ю,Ю
В,в
Укотре,укотре
наголошую,наголошувати
на,на
необхідності,необхідність
дотриму,дотрим
вати,вата
ся,ся
Регламенту,регламент
Верховної,верховний
Ради,рада
України,Україна
на,на
чому,чому
наголошувати,наголошувати
му,му
постійно,постійно
т,т.
ому,вона
що,що
це,це
Закон,закон
України,Україна
Мені,я
цікаво,цікаво
як,як
народні,народний
депутати,депутат
можуть,могти
вимагати,вимагати
від,від
громадян,громадянин
без,без
мандату,мандат
дотримуватися,дотримуватися
законів,закон
якщо,якщо
більшіст,більшіст
ь,ь
з,з
них,вони
їх,вони
не,не
дотриму,дотрим
ється,ється
Коли,коли
власники,власник
авто,авто
на,на
єврономерах,єврономер
влаштовували,влаштовувати
протести,протест
в,в
цій,цей
залі,зал
часто,часто
лунала,лунала
критика,критика
що,що
вони,вони
там,там
щось,щось
блокують,блокують
побили,побити
чи,чи
трохи,трохи
пошарпали,пошарпали
якогось,якийсь
депутата,депутат
тобто,тобто
було,бути
чути,чути
дуже,дуже
гнівні,гнівня
виступи,виступ
з,з
трибуни,трибуна
про,про
т,т.
е,е
що,що
бачите,бачите
законів,закон
не,не
дотримуються,дотримуються
А,а
самі,сам
більшість,більшість
законів,закон
і,і
не,не
дотриму,дотрим
ються,ються
Тому,тому
на,на
голошую,голошуя
на,на
потребі,потреба
дотримуватися,дотримуватися
Регламенту,регламент
Верхов,верхов
ної,вона
Ради,рада
України,Україна
Це,це
п,п.
о-перше,о-перше
По-друге,по-друге
вкотре,вкотре
наголошую,наголошувати
на,на
потребі,потреба
виключи,виключ
ти,ти
з,з
цього,цей
зако,зако
нопроекту,нопроект
божевіль,божевіль
ну,ну
норму,норма
про,про
надання,надання
можливості,можливість
обласним,обласний
радам,радам
брати,брати
зовнішні,зовнішні
запозичення,запозичення
під,під
заставу,застава
місцевого,місцевий
майна,майна
Веде,вести
засідання,засідання
Перший,перший
заступник,заступник
Голови,голова
Верховної,верховний
Ради,рада
України,Україна
ГЕРАЩЕНКО,геращенко
І,і
В,в
ГОЛОВУЮЧА,головік
Ставиться,ставиться
на,на
голосування,голосування
поправка,поправка
20,20
Прошу,прош
визнач,визнач
атися,атися
За,за
33,33
Поправку,поправка
відхилено,відхилити
Пане,пане
Левченко,левченко
це,це
була,бути
поправка,поправка
12,12
правильно,правильно
47,47
ЛЕВЧЕНКО,левщенко
Ю,Ю
В,в
Поправка,поправка
20,20
ГОЛОВУЮЧА,головік
Перепрошую,перепрошуя
я,я
щойно,щойно
доєдналася,доєдналася
до,до
обгово,обгово
рення,рення
Поправка,поправка
22,22
Левченко,левченко
наполягає,наполягати
Будь,бути
ласка,ласка
ЛЕВЧЕНКО,левщенко
Ю,Ю
В,в
Укотре,укотре
звертаюся,звертаюся
вже,вже
не,не
до,до
Голов,голов
и,и
Вер,Вер
ховної,ховна
Ради,рада
а,а
до,до
пані,пані
головуючої,головуюча
Ірини,ірина
Геращенко,геращенко
з,з
проханням,прохання
дотримуватися,дотримуватися
Регламенту,регламент
Верховної,верховний
Ради,рада
України,Україна
де,де
чітко,чітко
ви,ви
пи-,пи-
сано,сано
що,що
матеріали,матеріал
мали,мати
бути,бути
роздані,роздані
народним,народна
депутатам,депутат
за,за
10,10
днів,день
Розумію,розумія
що,що
ми,ми
увійшли,увійти
в,в
розгляд,розгляд
але,але
я,я
принципово,принципово
вваж,вваж
аю,аю
і,і
напо,напо
лягатиму,лягатим
на,на
тому,тому
що,що
б,б
враховуючи,враховувати
грубе,грубе
порушення,порушення
Закону,закон
України,Україна
Про,про
Регламент,регламент
Верховної,верховний
Ради,рада
України,Україна
ми,ми
припинили,припинили
розгляд,розгляд
даного,даний
законопроекту,законопроект
і,і
продовжили,продовжили
лише,лише
після,після
усунення,усунення
порушення,порушення
Регламенту,регламент
Верховної,верховний
Ради,рада
України,Україна
Щодо,щодо
моєї,мій
поправки,поправки
в,в
она,она
знову,знову
таки,таки
стосується,стосуватися
виключ,виключ
ення,ення
із,із
законопроекту,законопроект
норм,норма
и,и
щодо,щодо
поширення,поширення
на,на
обласні,обласня
ради,ради
чинних,чинні
бю,бю
джетних,джетний
засад,засад
здійснення,здійснення
зовнішніх,зовнішній
запозичень,запозичення
та,та
надання,надання
місцевих,місцевий
гарантій,гарантія
Не,не
можна,можна
сьогодні,сьогодні
особливо,особливо
у,у
воюючій,воюючія
країні,країна
із,із
загрозою,загроза
сепаратизму,сепаратизм
надавати,надават
обласним,обласний
радам,радам
можливість,можливість
брати,брати
зовнішні,зовнішні
запозичення,запозичення
під,під
заставу,застава
місцевого,місцевий
майна,майна
Дякую,дякувати
ГОЛОВУЮЧА,головік
Ставиться,ставиться
на,на
голосування,голосування
поправ,поправ
ка,ка
22,22
Прошу,прош
визнач,визнач
атися,атися
За,за
36,36
Поправку,поправка
відхил,відхил
ено,ено
Поправка,поправка
23,23
Н,Н.
ародн,ародн
ий,ий
депутат,депутат
Левченк,левченк
о,о
наполягає,наполягати
Прошу,прош
ЛЕВЧЕНК,ледщенко
О,О.
Ю,Ю
В,в
Дякую,дякувати
Враховуючи,враховуючи
що,що
в,в
цьому,це
блоці,блок
зараз,зараз
це,це
чи,чи
не,не
остання,останній
поправка,поправка
яка,який
стосується,стосуватися
обласних,обласний
рад,рад
хо,хо
чу,чу
окремо,окремо
наголосити,наголосити
на,на
абсурдності,абсурдність
цієї,цей
норми,норма
Зараз,зараз
обласні,обласня
ради,ради
контро,контро
люють,люють
дуже,дуже
багато,багато
важливого,важливий
я,я
навіть,навіть
сказав,сказати
би,би
стратегічного,стратегічний
майна,майна
яке,який
стратегічне,стратегічне
не,не
лише,лише
для,для
окремої,окремий
області,область
чи,чи
регіону,регіон
а,а
вза-,вза-
галі,галя
для,для
частин,частина
нашої,наш
держави,держава
і,і
можливо,можливо
навіть,навіть
в,в
деяких,деякий
випадках,випадок
для,для
всієї,весь
держави,держава
як,як
такої,такий
48,48
Цими,цо
змінами,зміна
до,до
Бюджетн,бюджетн
ого,о_о
кодекс,кодекс
у,у
пропонується,пропонується
надати,надати
можливість,можливість
обласним,обласний
радам,радам
брати,брати
зовнішні,зовнішні
запозиче,запозиче
ння,ння
під,під
заставу,застава
такого,такий
майна,майна
Наприклад,наприклад
це,це
може,могти
бути,бути
дуже,дуже
важлива,важливий
обласна,обласна
лікарня,лікарня
і,і
не,не
тільки,тільки
Очевидно,очевидно
людям,людина
із,із
здоровим,здоровий
глуздом,глузд
зрозуміло,зрозуміло
що,що
це,це
абсолютно,абсолютно
дурнувата,дурнувата
ідея,ідея
Її,її
мотивують,мотивують
тим,те
що,що
це,це
треба,треба
зробити,зробити
для,для
будівництва,будівництво
доріг,дорога
Та,та
цільово,цільово
передава,передава
йте,йте
кошти,кошти
з,з
центрального,центральний
бюджету,бюджет
на,на
місця,місце
для,для
будівництва,будівництво
доріг,дорога
як,як
це,це
робиться,робитися
у,у
всіх,весь
нор,нор
мальних,мальний
розвин,розвин
утих,утих
країнах,країна
а,а
не,не
займайтеся,займайтесь
ось,ось
такою,такий
бюджетною,бюджетна
федералізацією,федералізація
ГОЛОВУЮЧА,головік
Ставиться,ставиться
на,на
голосування,голосування
поправка,поправка
23,23
Прошу,прош
визнач,визнач
атися,атися
За,за
42,42
Попра,попра
вку,вок
відхил,відхил
ено,ено
Поправка,поправка
25,25
Левченк,левченк
о,о
наполягає,наполягати
Будь,бути
ласка,ласка
ЛЕВЧЕНКО,левщенко
Ю,Ю
В,в
В,в
одній,один
із,із
пропозицій,пропозиція
даного,даний
законопроекту,законопроект
йдеться,йтися
про,про
заборон,заборон
у,у
надання,надання
державних,державний
місцевих,місцевий
гарантій,гарантія
суб,суб
’єкту,’єкт
господарювання,господарювання
який,який
має,мати
прострочену,прострочен
заборгованість,заборгованість
за,за
гаранто,гаранто
ваним,ваним
д,д.
ержавою,ержава
чи,чи
територіальною,територіальна
громадою,громада
кредитом,кредит
позикою,позика
або,або
має,мати
іншу,інший
заборгованість,заборгованість
з,з
погашення,погашення
раніше,раніше
отриманої,отримана
позики,позики
кредиту,кредит
банку,банк
та,та
перед,перед
державним,державний
бюджетом,бюджет
Це,це
абсолютно,абсолютно
непра,непро
вильний,вильний
підхід,підхід
з,з
кількох,кілька
причин,причина
По-перше,по-перше
є,бути
різні,різний
важливості,важливість
та,та
градації,градація
боргу,борг
Б,Б
орг,орг
може,могти
бути,бути
не,не
надто,надто
важливий,важливий
але,але
він,він
до,до
цього,цей
часу,час
є,бути
Але,але
при,при
цьому,це
відпо,відпо
відному,відне
суб,суб
’єкту,’єкт
господарювання,господарювання
потрібно,потрібно
терміново,терміново
отримати,отримати
пози,пози
ку,ку
під,під
набагато,набагато
важливіший,важливіший
проект,проект
чи,чи
сферу,сфера
його,його
діяльності,діяльність
Тому,тому
не,не
можна,можна
забороняти,заборонят
брати,брати
додатков,додатков
у,у
позику,позика
під,під
до,до
речі,річ
додаткові,додатковий
гарантії,гарантія
якщо,якщо
є,бути
непогашений,непогашений
борг,борг
Тим,той
паче,паче
якщо,якщо
йде,йти
ться,ться
наприк,наприк
лад,лад
про,про
перекриття,перекриття
старого,старий
боргу,борг
Ось,ось
зараз,зараз
держава,держава
Україна,Україна
бере,брати
додаткові,додатковий
позик,позик
и,и
під,під
перекриття,перекриття
старих,старий
боргів,борг
то,то
чому,чому
не,не
можна,можна
за,за
такою,такий
логік,логік
ою,хресна
ГОЛОВУЮЧА,головік
Ставиться,ставиться
на,на
голосування,голосування
поправ,поправ
ка,ка
25,25
Прошу,прош
визнач,визнач
атися,атися
За,за
43,43
Поправку,поправка
відхил,відхил
ено,ено
Поправка,поправка
29,29
Левченко,левченко
п,п.
рошу,ріш
49,49
ЛЕВЧЕНКО,левщенко
Ю,Ю
В,в
Питання,питання
знову,знову
стосується,стосуватися
надання,надання
можли,можли
вості,вість
обласним,обласний
радам,радам
брати,брати
зовнішні,зовнішні
запозичення,запозичення
Знаєте,знати
протягом,протягом
останніх,останній
чотирьох,чотири
ро,ро
ків,ків
ми,ми
у,у
цьому,це
сесійному,сесійний
залі,зал
від,від
представників,представник
так,так
званої,звана
коаліції,коаліція
постійно,постійно
чуємо,чущ
казки,казка
про,про
те,те
що,що
ледь,ледь
ледь,ледь
вони,вони
роблять,робити
все,все
можливе,можливий
щоб,щоб
врятувати,врятувать
державні,державний
фінанси,фінанси
щоб,щоб
не,не
було,бути
розбалансування,розбалансування
як,як
усе,усе
погано,погано
що,що
треба,треба
все,все
урізати,урізати
зокрема,зокрема
всі,весь
соціальні,соціальний
видатки,видатки
і,і
таке,такий
інше,інше
До,до
того,те
ж,ж
зараз,зараз
саме,саме
ці,цей
люди,людина
пропо,пропо
нують,нують
запровадити,запровадити
прямий,прямий
механізм,механізм
можливість,можливість
розбалансування,розбалансування
державного,державний
бюджету,бюджет
тому,тому
що,що
врешті,врешті
решт,решт
навіть,навіть
якщо,якщо
обласна,обласна
рада,рада
буде,бути
заставляти,заставля
важливе,важливий
стратегічне,стратегічне
майно,майно
розп,розп
родасть,родасть
розкраде,розкраде
чи,чи
приватизує,приватизує
його,його
то,то
все,все
одно,одно
за,за
цією,цей
позикою,позика
буде,бути
винна,винна
держава,держава
і,і
їй,вона
дове,дове
деться,деться
покривати,покривати
ці,цей
речі,річ
Тому,тому
це,це
є,бути
неприпустимим,неприпустимий
Закликаю,заклик
вкотре,вкотре
це,це
прибрати,прибрати
із,із
змін,зміна
до,до
Бюджетного,бюджетне
кодексу,кодекс
Дякую,дякувати
ГОЛОВУЮЧА,головік
Став,стати
иться,хться
на,на
голосування,голосування
поправ,поправ
ка,ка
29,29
Прошу,прош
визнач,визнач
атися,атися
За,за
42,42
Поправку,поправка
відхил,відхил
ено,ено
Я,я
пропустила,пропустила
поправку,поправка
28,28
на,на
якій,який
наполягає,наполягати
Семенуха,семенух
Будь,бути
ласка,ласка
СЕМЕНУХА,семенуха
Р,р
С,С.
Шановні,шановний
колеги,колега
У,у
прийнят,прийнят
ій,ії
у,у
першому,перший
читанні,читання
редакці,редакці
ї,ї
законопроекту,законопроект
пропонує,пропонувати
ться,ться
надати,надати
обласним,обласний
радам,радам
повноваження,повноваження
здійснювати,здійснювати
місцеві,місце
зовні,зовен
шні,шні
запозичення,запозичення
на,на
рівні,рівень
з,з
міськими,міський
радами,рада
та,та
надавати,надават
місцеві,місце
гарантії,гарантія
для,для
забезпечення,забезпечення
пов,пов
ного,він
або,або
часткового,часткове
виконання,виконання
боргових,борговий
зобов,зобов
’язань,’язань
комунальних,комунальний
суб’єктів,суб’єкт
господарювання,господарювання
Фракція,фракція
Об’єднання,об’єднання
Самопоміч,Самопоміч
подала,подати
ряд,ряд
пропозицій,пропозиція
щодо,щодо
виключення,виключення
цих,цей
нововведень,нововведень
з,з
тексту,текст
законопроекту,законопроект
з,з
огляду,огляд
на,на
те,те
що,що
фактично,фактично
обласні,обласня
ради,ради
зможуть,змогти
брати,брати
іноземні,іноземня
кредити,кредит
щоб,щоб
потім,потім
позичати,позичати
ці,цей
гроші,гроші
відповідним,відповідний
комунальним,комунальний
підприємствам,підприємство
А,а
в,в
разі,раз
виникнення,виникнення
заборгованості,заборгованість
з,з
боку,бік
цих,цей
суб,суб
’єктів,’єкт
господарювання,господарювання
це,це
стає,ставати
відповідальністю,відповідальністю
обл,обл
асної,асна
ради,ради
яка,який
надала,надала
власне,власне
гарантії,гарантія
на,на
виконання,виконання
таких,такий
зобов,зобов
’язань,’язань
Проте,проте
в,в
разі,раз
виникнення,виникнення
заборгованості,заборгованість
коли,коли
область,область
не,не
матиме,мати
можлив,можлив
ості,осота
покрити,покрити
борг,борг
за,за
рахунок,рахунок
облас,облас
ного,він
бюджету,бюджет
борг,борг
може,могти
бути,бути
реструктуризован,реструктуризован
им,им
і,і
стати,стати
вже,вже
н,н
е,е
50,50
обласним,обласний
а,а
державним,державний
Переконані,переконан
що,що
така,такий
пропозиція,пропозиція
є,бути
неприй,неприй
нятною,нятни
Н,Н.
е,е
можна,можна
надавати,надават
таке,такий
право,право
обласним,обласний
радам,радам
Прошу,прош
підтримати,підтримати
Дякую,дякувати
ГОЛОВУЮЧА,головік
Ставиться,ставиться
на,на
голосування,голосування
поправ,поправ
ка,ка
28,28
Прошу,прош
визнач,визнач
атися,атися
За,за
39,39
Поправку,поправка
відхил,відхил
ено,ено
Поправка,поправка
30,30
Левченко,левченко
наполягає,наполягати
те,те
на,на
цій,цей
поправці,поправець
Увімкніть,увімкніть
будь,бути
ласка,ласка
мікрофон,мікрофон
ЛЕВЧЕНКО,левщенко
Ю,Ю
В,в
Наголошую,наголошуя
що,що
моя,мій
поправка,поправка
31,31
а,а
по-,по-
правка,правка
30,30
‒,‒
Співаковського,співаковський
ГОЛОВУЮЧА,головік
Перепрошую,перепрошуя
Поправка,поправка
31,31
ЛЕВЧЕНКО,левщенко
Ю,Ю
В,в
Поправка,поправка
31,31
стосується,стосуватися
того,те
що,що
в,в
законо,законо
проек,проек
ті,той
пропонує,пропонувати
ться,ться
надати,надати
Міністерству,міністерство
енергетики,енергетики
та,та
вугільної,вугільна
промисловості,промисловість
України,Україна
повноваження,повноваження
затверджувати,затверджуват
істотні,істотня
умови,умова
енергосервіс,енергосервіс
ного,він
договору,договір
те,те
що,що
стосується,стосуватися
відновлюваних,відновлюваний
джерел,джерело
енергії,енергія
та,та
альтернативних,альтернативний
видів,вид
палива,паливо
Це,це
абсолютно,абсолютно
неправильно,неправильно
Пропонують,пропонують
прибрати,прибрати
Міністерств,міністерство
о,о
фінансів,фінанси
України,Україна
з,з
процесу,процес
дого,де
вірних,вірний
зобов,зобов
’язань,’язань
у,у
сфері,сфера
енергосервісу,енергосервіс
що,що
є,бути
абсолютно,абсолютно
недоціль,недоціль
ним,він
оскільки,оскільки
це,це
суперечить,суперечити
елементарній,елементарнія
логіці,логіка
адже,адже
одне,один
з,з
го-,го-
ловних,ловний
питань,питання
таких,такий
договорів,договори
довгостроков,довгостроков
е,е
зобов,зобов
’язання,’язання
та,та
вплив,вплив
на,на
бюджетні,бюджетний
витрати,витрата
У,у
се,се
одно,одно
Міністерство,міністерство
фінансів,фінанси
має,мати
приймати,приймати
остаточне,остаточний
рішення,рішення
тому,тому
що,що
такі,такий
договори,договори
впливатимуть,впливатимуть
на,на
довго,довго
строкові,строк
показники,показник
державного,державний
бюджету,бюджет
та,та
фінанси,фінанси
Тому,тому
є,бути
абсурд,абсурд
ним,він
передавати,передавати
це,це
повноваження,повноваження
від,від
Міністерства,міністерство
фінансів,фінанси
Міністер,міністер
ству,ства
енергетики,енергетики
та,та
вугільної,вугільна
промисловості,промисловість
яке,який
дивитиметь,дивитиметь
ся,ся
на,на
це,це
зовсім,зовсім
з,з
іншо,іншо
го,го
боку,бік
Наполягаю,наполяга
щоб,щоб
Міністерство,міністерство
фінансів,фінанси
України,Україна
й,й
надалі,надалі
цим,цей
займалося,займатися
Дякую,дякувати
51,51
ГОЛОВУЮЧА,головік
Ставиться,ставиться
на,на
голосування,голосування
поправ,поправ
ка,ка
31,31
П,П.
рошу,ріш
визн,визн
ачатися,ачатися
За,за
40,40
Поправку,поправка
відхил,відхил
ено,ено
Поправка,поправка
54,54
Левченко,левченко
будь,бути
ласка,ласка
ЛЕВЧЕНКО,левщенко
Ю,Ю
В,в
У,у
законопроект,законопроект
і,і
пропонує,пропонувати
ться,ться
поширити,поширити
видатки,видатки
бюджету,бюджет
можливість,можливість
надавати,надават
бюджетні,бюджетний
кошти,кошти
на,на
забезпе,забезпе
чення,чення
Служби,служба
судової,судовий
охорони,охорона
Як,як
видно,видно
з,з
інших,інший
раніше,раніше
ухвалених,ухвалений
законопроектів,законопроект
Слу,сла
жба,жба
судової,судовий
охорони,охорона
це,це
абсолютно,абсолютно
неконсти,неконст
туційний,туційний
орган,орган
закріплений,закріплений
повністю,повністю
за,за
безпосередньо,безпосередньо
Президентом,президент
України,Україна
з,з
невідомо,невідомо
якого,який
дива,дива
і,і
по,по
суті,суть
займати,займат
меть,меть
ся,ся
абсолютно,абсолютно
незаконним,незаконний
волюнтаристським,волюнтаристськи
методом,метод
щодо,щодо
вирішення,вирішення
кого,хто
допус,допус
кати,кати
до,до
залу,зал
с,с.
удових,удов
засідань,засідань
а,а
кого,хто
‒,‒
виганяти,виганят
Тому,тому
вважаю,вважати
виді,виді
лення,лення
будь,бути
-яких,-які
державних,державний
коштів,кошти
на,на
цю,цей
неконституційну,неконституційна
Службу,служба
судової,судовий
охорони,охорона
є,бути
неприпустимим,неприпустимий
Прошу,прош
підтримати,підтримати
дану,дан
поправку,поправка
виключи,виключ
вши,вши
із,із
законопроекту,законопроект
